2021.08.06_19.33.49,0:00.0,System,Session started.
2021.08.06_19.33.51,0:01.6,System,New lap started.
2021.08.06_19.34.03,0:14.0,System,New lap started.
2021.08.06_19.34.04,0:14.5,System,Session ended.
